longitude,latitude,temperature
-39.40,51.60,8.79
-39.30,51.70,11.80
-38.60,51.50,12.10
-39.10,51.70,11.10
-37.60,52.00,11.30
-36.90,52.20,11.00
-36.60,53.00,11.00
-36.80,53.00,11.40
-38.00,53.20,11.90
-38.70,52.90,12.10
-39.70,52.50,14.20
-38.80,52.50,11.40
-39.40,52.30,11.10
-39.00,52.10,10.30
-38.80,52.60,9.82
-39.30,52.90,9.27
-39.70,52.90,9.11
-40.00,52.60,7.51
-40.00,52.60,6.80
-40.50,52.40,5.92
-54.00,59.00,3.50
-53.20,59.00,3.72
-51.70,58.70,4.17
-51.50,59.50,4.07
-51.60,60.80,4.13
-51.20,60.60,2.97
-53.40,60.70,1.75
-56.80,59.90,2.91
-56.60,59.30,4.19
-57.10,58.30,4.05
-54.60,57.70,3.92
-54.30,57.40,3.92
-54.90,57.20,3.89
-54.40,57.50,4.29
-53.60,57.90,6.07
-54.40,58.20,6.29
-53.90,58.20,7.16
-54.00,58.30,8.38
-53.40,58.60,8.41
-53.60,58.40,8.31
-53.60,58.40,5.71
-53.20,58.40,6.59
-53.40,58.20,6.14
-54.80,57.80,5.94
-55.10,57.70,5.45
-55.80,58.00,5.04
-56.40,58.70,4.58
-55.90,57.80,3.75
-56.30,57.70,3.69
-55.50,59.90,4.24
-56.40,59.90,2.59
-58.40,59.30,3.93
-58.80,58.60,3.88
-58.50,57.30,2.52
-58.20,56.90,-0.21
-57.10,56.10,1.76
-55.50,55.80,2.51
-52.80,55.20,3.39
-51.60,54.40,3.47
-51.00,53.00,3.61
-49.40,51.80,3.80
-48.30,51.20,3.96
-48.00,50.00,4.46
-47.70,49.50,7.66
-47.60,49.10,8.59
-47.40,49.20,9.49
-47.30,48.80,11.40
-46.20,48.80,12.60
-44.60,49.10,13.30
-43.50,47.90,12.40
-44.30,46.50,14.90
-44.80,45.90,19.40
-45.20,46.20,17.30
-45.60,46.00,13.00
-46.40,45.00,14.60
-47.10,44.30,14.80
-47.20,43.50,14.40
-46.40,43.20,14.00
-45.90,43.80,12.80
-44.60,44.40,19.10
-43.60,44.50,17.60
-41.90,49.50,12.70
-41.30,49.30,11.40
-42.60,49.80,10.70
-43.70,50.00,9.53
-44.50,49.80,9.95
-45.40,50.40,8.98
-44.50,51.40,7.44
-44.70,52.50,6.23
-45.60,52.40,6.24
-46.30,52.70,6.08
-46.50,52.90,6.32
-46.00,53.00,7.05
-44.90,53.10,7.13
-45.10,53.50,7.30
-45.40,53.70,7.49
-45.80,53.70,8.00
-45.50,53.70,8.26
-45.20,53.80,9.47
-45.40,54.10,9.86
-45.40,54.30,10.40
-45.20,54.40,10.40
-44.90,54.30,11.00
-44.70,54.50,11.10
-44.90,54.50,10.20
-45.00,54.60,9.46
-44.70,54.80,9.14
-44.00,54.90,8.37
-43.80,55.00,7.20
-43.90,54.90,6.56
-43.60,55.00,6.21
-43.40,54.80,5.73
-43.50,54.70,4.81
-43.80,54.80,4.61
-43.70,54.70,4.20
-48.40,55.00,3.89
-47.90,54.70,3.73
-48.10,54.30,4.57
-49.60,54.20,4.67
-49.60,55.60,4.20
-51.20,55.70,3.95
-51.30,55.60,3.88
-50.70,56.00,3.67
-52.00,56.30,3.62
-53.40,56.50,3.78
-53.40,56.70,3.56
-53.30,57.20,3.68
-52.70,57.60,4.23
-52.90,59.00,5.39
-52.30,58.90,6.24
-51.50,59.10,6.09
-51.20,59.00,7.46
-52.50,59.20,7.89
-51.10,59.40,8.67
-49.90,59.10,5.63
-50.40,58.90,7.80
-51.20,59.10,7.77
-50.60,59.30,7.35
-50.90,59.10,6.07
-49.80,59.10,5.82
-49.60,59.30,5.63
-49.50,59.70,5.21
-48.80,59.60,4.81
-48.60,59.20,4.71
-49.00,58.80,4.66
-48.60,58.20,4.23
-48.50,58.10,4.26
-45.80,50.80,7.36
-46.20,51.50,6.96
-45.70,52.60,8.43
-46.50,52.30,9.98
-46.20,52.00,9.33
-46.10,51.50,11.20
-46.20,51.40,11.70
-46.70,51.60,10.90
-46.90,52.10,11.90
-47.50,52.30,12.30
-47.20,52.30,12.50
-47.10,52.00,13.40
-47.30,51.90,12.90
-47.40,51.90,10.50
-47.30,52.00,9.99
-47.60,52.00,8.63
-47.90,51.90,8.00
-48.10,51.80,7.71
-48.40,51.80,7.39
-48.70,51.70,6.58
-48.80,51.70,5.66
-48.80,51.40,5.00
-51.00,58.70,4.26
-50.80,58.50,4.26
-49.70,59.30,4.25
-48.20,58.90,4.15
-49.20,59.70,4.09
-48.00,59.40,2.07
-47.90,58.90,4.08
-47.90,58.60,4.00
-48.10,57.90,4.19
-47.70,57.20,4.31
-46.90,57.30,4.59
-45.80,57.50,4.57
-44.20,57.80,4.39
-43.00,57.80,5.44
-42.90,57.40,5.97
-43.00,57.10,6.25
-42.40,56.80,8.81
-41.60,57.00,9.11
-41.60,57.10,9.59
-41.60,56.90,10.10
-41.70,57.10,10.10
-41.50,57.10,10.00
-41.40,57.00,10.70
-40.30,56.30,8.83
-40.40,56.00,8.34
-41.30,56.00,7.30
-41.80,56.20,6.58
-41.90,55.80,5.77
-42.30,55.60,5.23
-41.30,55.60,4.99
-41.10,55.80,5.02
-44.10,51.30,11.20
-42.80,50.60,10.10
-40.60,49.60,11.10
-41.80,49.80,10.70
-41.10,49.50,10.90
-39.40,48.80,10.60
-38.90,49.00,11.20
-39.40,48.30,12.20
-41.10,48.10,12.30
-41.20,48.50,12.20
-42.10,48.60,12.60
-41.00,49.40,12.90
-39.80,49.50,12.60
-42.30,47.80,11.20
-40.90,49.70,16.30
-40.50,50.10,14.90
-40.20,51.10,15.40
-40.20,50.40,15.20
-39.30,49.70,16.60
-40.20,48.40,18.70
-40.10,48.00,17.20
-38.80,47.70,18.00
-37.90,48.50,17.20
-38.90,48.30,15.20
-37.20,47.50,15.30
-36.30,48.50,14.70
-37.40,49.00,14.40
-38.40,49.20,13.90
-39.50,49.50,13.80
-39.30,49.30,13.40
-38.80,48.50,13.30
-38.30,47.70,12.60
-52.80,56.60,3.74
-52.90,57.00,3.84
-52.80,57.20,4.23
-53.00,58.40,4.30
-52.40,58.80,5.73
-51.60,59.00,6.50
-51.10,59.10,7.77
-50.30,59.10,8.24
-49.80,59.10,8.17
-49.20,58.70,7.54
-49.20,58.80,7.90
-48.90,58.80,7.84
-48.70,58.40,6.61
-48.40,58.40,6.20
-48.60,58.50,5.83
-49.00,58.20,5.53
-49.00,57.90,5.27
-48.30,57.80,5.15
-48.90,57.30,4.57
-47.80,57.30,4.56
-47.40,57.20,4.40
-46.20,57.20,4.23
-51.30,58.20,4.01
-51.80,57.40,4.21
-53.70,57.90,4.38
-54.30,58.90,5.30
-54.50,59.00,6.00
-54.60,58.60,5.71
-54.90,58.30,7.56
-55.00,57.80,8.48
-54.60,57.30,9.16
-54.80,57.30,9.70
-54.90,56.60,9.71
-55.00,56.30,9.64
-55.40,56.30,7.07
-54.70,56.10,5.79
-54.30,55.80,5.96
-52.50,55.10,5.32
-51.80,54.90,5.24
-51.80,54.50,4.68
-51.80,54.20,4.25
-51.10,53.60,3.98
-50.30,52.70,4.32
-49.40,51.40,3.81
-60.80,41.90,16.30
-60.30,42.00,6.41
-60.50,42.40,6.35
-61.20,42.50,11.40
-61.80,42.20,10.40
-62.30,41.70,13.80
-60.90,39.20,27.70
-58.30,40.20,26.70
-60.10,40.80,23.90
-59.30,38.60,26.70
-54.60,39.90,23.80
-53.10,39.90,22.90
-54.70,40.80,21.80
-55.40,40.30,21.00
-54.50,38.80,22.90
-51.50,39.60,22.40
-48.20,39.80,21.50
-46.50,39.70,20.10
-61.20,42.30,7.48
-61.60,42.10,8.42
-61.70,41.90,16.00
-61.20,42.00,15.70
-60.00,42.40,13.10
-60.60,42.10,14.00
-61.20,41.50,21.80
-60.50,41.80,22.60
-61.10,42.20,20.90
-61.40,42.40,23.60
-61.90,42.50,18.80
-61.40,42.70,20.30
-61.10,42.30,19.60
-61.90,41.70,17.80
-62.10,41.50,20.30
-62.40,40.80,17.50
-62.00,41.00,17.10
-62.90,41.10,15.60
-62.60,41.30,16.90
-57.50,43.40,17.80
-58.20,43.20,12.70
-58.40,43.20,12.90
-58.50,43.10,12.30
-58.70,42.90,14.10
-57.80,43.00,12.70
-57.00,43.00,12.10
-56.20,42.60,16.00
-60.30,42.20,1.15
-61.80,41.60,21.20
-62.50,41.30,23.80
-62.40,41.20,19.80
-62.20,40.80,16.90
-62.30,41.00,16.10
-62.90,41.20,18.50
-62.80,41.50,12.90
-35.90,36.40,16.80
-21.10,3.25,27.70
-6.92,35.60,15.50
-3.66,1.39,29.50
-22.30,26.50,19.70
-25.00,23.40,20.50
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
