"x","y","temperature"
-50.9,0,22.978666305542
-49.4,0,14.8664674758911
-48.9,0,15.8919410705566
-48.4,0,16.6569690704346
-47.9,0,16.6525402069092
-47.4,0,17.4315204620361
-46.9,0,18.7548885345459
-46.4,0,19.5005626678467
-45.9,0,20.1826858520508
-45.4,0,19.2699127197266
-44.9,0,16.7375793457031
-44.4,0,16.5120277404785
-43.9,0,19.1034641265869
-43.4,0,19.2982883453369
-42.9,0,17.8627529144287
-42.4,0,17.8027992248535
-41.9,0,18.3117637634277
-41.4,0,18.348726272583
-40.9,0,18.5548515319824
-40.4,0,20.4833431243896
-39.9,0,21.0639476776123
-39.4,0,21.1457443237305
-38.9,0,20.8996047973633
-38.4,0,20.1842155456543
-37.9,0,19.7512969970703
-37.4,0,19.7956714630127
-36.9,0,19.6498222351074
-36.4,0,19.265832901001
-35.9,0,17.5918731689453
-35.4,0,17.3044738769531
-34.9,0,19.0993690490723
-34.4,0,20.1869411468506
-33.9,0,17.3850555419922
-33.4,0,14.009596824646
-32.9,0,14.5500860214233
-32.4,0,16.7422008514404
-31.9,0,17.3237075805664
-31.4,0,18.2967681884766
-30.9,0,19.5169525146484
-30.4,0,20.1882514953613
-29.9,0,19.6123695373535
-29.4,0,20.1247158050537
-28.9,0,20.8910636901855
-28.4,0,20.7773475646973
-27.9,0,20.2336597442627
-27.4,0,20.2667179107666
-26.9,0,19.7310543060303
-26.4,0,19.0493335723877
-25.9,0,18.7567272186279
-25.4,0,19.355432510376
-24.9,0,19.4698886871338
-24.4,0,19.2350673675537
-23.9,0,18.3669948577881
-23.4,0,19.8294219970703
-22.9,0,20.8815059661865
-22.4,0,20.9076480865479
-21.9,0,19.5937881469727
-21.4,0,19.8702297210693
-20.9,0,20.2025680541992
-20.4,0,20.6658096313477
-19.9,0,20.3710231781006
-19.4,0,20.5568599700928
-18.9,0,19.9063777923584
-18.4,0,18.4794979095459
-17.9,0,18.3628997802734
-17.4,0,18.0571956634521
-16.9,0,17.4068851470947
-16.4,0,16.1064910888672
-15.9,0,18.4111499786377
-15.4,0,19.645299911499
-14.9,0,19.7649345397949
-14.4,0,19.3558311462402
-13.9,0,19.5988750457764
-13.4,0,19.9048538208008
-12.9,0,19.4567642211914
-12.4,0,19.9856586456299
-11.9,0,19.8166160583496
-11.4,0,19.6691780090332
-10.9,0,18.8723449707031
-10.4,0,19.0858860015869
-9.9,0,19.6900539398193
-9.4,0,20.1077766418457
-8.9,0,19.7058029174805
-8.4,0,20.1361789703369
-7.9,0,20.3518238067627
-7.4,0,21.5151100158691
-6.9,0,21.8744640350342
-6.4,0,21.8828277587891
-5.9,0,20.4627285003662
-5.4,0,19.0068454742432
-4.9,0,17.9602870941162
-4.4,0,17.9645118713379
-3.9,0,18.4801616668701
-3.4,0,17.8720226287842
-2.9,0,18.4790840148926
-2.4,0,18.9482955932617
-1.9,0,20.8409996032715
-1.4,0,20.3200588226318
-0.899999999999999,0,20.7905559539795
-0.399999999999999,0,20.6168422698975
-50.9,0.5,22.978666305542
-49.4,0.5,14.8664674758911
-48.9,0.5,15.8919410705566
-48.4,0.5,16.6569690704346
-47.9,0.5,16.6525402069092
-47.4,0.5,17.4315204620361
-46.9,0.5,18.7548885345459
-46.4,0.5,19.5005626678467
-45.9,0.5,20.1826858520508
-45.4,0.5,19.2699127197266
-44.9,0.5,16.7375793457031
-44.4,0.5,16.5120277404785
-43.9,0.5,19.1034641265869
-43.4,0.5,19.2982883453369
-42.9,0.5,17.8627529144287
-42.4,0.5,17.8027992248535
-41.9,0.5,18.3117637634277
-41.4,0.5,18.348726272583
-40.9,0.5,18.5548515319824
-40.4,0.5,20.4833431243896
-39.9,0.5,21.0639476776123
-39.4,0.5,21.1457443237305
-38.9,0.5,20.8996047973633
-38.4,0.5,20.1842155456543
-37.9,0.5,19.7512969970703
-37.4,0.5,19.7956714630127
-36.9,0.5,19.6498222351074
-36.4,0.5,19.265832901001
-35.9,0.5,17.5918731689453
-35.4,0.5,17.3044738769531
-34.9,0.5,19.0993690490723
-34.4,0.5,20.1869411468506
-33.9,0.5,17.3850555419922
-33.4,0.5,14.009596824646
-32.9,0.5,14.5500860214233
-32.4,0.5,16.7422008514404
-31.9,0.5,17.3237075805664
-31.4,0.5,18.2967681884766
-30.9,0.5,19.5169525146484
-30.4,0.5,20.1882514953613
-29.9,0.5,19.6123695373535
-29.4,0.5,20.1247158050537
-28.9,0.5,20.8910636901855
-28.4,0.5,20.7773475646973
-27.9,0.5,20.2336597442627
-27.4,0.5,20.2667179107666
-26.9,0.5,19.7310543060303
-26.4,0.5,19.0493335723877
-25.9,0.5,18.7567272186279
-25.4,0.5,19.355432510376
-24.9,0.5,19.4698886871338
-24.4,0.5,19.2350673675537
-23.9,0.5,18.3669948577881
-23.4,0.5,19.8294219970703
-22.9,0.5,20.8815059661865
-22.4,0.5,20.9076480865479
-21.9,0.5,19.5937881469727
-21.4,0.5,19.8702297210693
-20.9,0.5,20.2025680541992
-20.4,0.5,20.6658096313477
-19.9,0.5,20.3710231781006
-19.4,0.5,20.5568599700928
-18.9,0.5,19.9063777923584
-18.4,0.5,18.4794979095459
-17.9,0.5,18.3628997802734
-17.4,0.5,18.0571956634521
-16.9,0.5,17.4068851470947
-16.4,0.5,16.1064910888672
-15.9,0.5,18.4111499786377
-15.4,0.5,19.645299911499
-14.9,0.5,19.7649345397949
-14.4,0.5,19.3558311462402
-13.9,0.5,19.5988750457764
-13.4,0.5,19.9048538208008
-12.9,0.5,19.4567642211914
-12.4,0.5,19.9856586456299
-11.9,0.5,19.8166160583496
-11.4,0.5,19.6691780090332
-10.9,0.5,18.8723449707031
-10.4,0.5,19.0858860015869
-9.9,0.5,19.6900539398193
-9.4,0.5,20.1077766418457
-8.9,0.5,19.7058029174805
-8.4,0.5,20.1361789703369
-7.9,0.5,20.3518238067627
-7.4,0.5,21.5151100158691
-6.9,0.5,21.8744640350342
-6.4,0.5,21.8828277587891
-5.9,0.5,20.4627285003662
-5.4,0.5,19.0068454742432
-4.9,0.5,17.9602870941162
-4.4,0.5,17.9645118713379
-3.9,0.5,18.4801616668701
-3.4,0.5,17.8720226287842
-2.9,0.5,18.4790840148926
-2.4,0.5,18.9482955932617
-1.9,0.5,20.8409996032715
-1.4,0.5,20.3200588226318
-0.899999999999999,0.5,20.7905559539795
-0.399999999999999,0.5,20.6168422698975
-50.4,1,19.9652862548828
-49.9,1,16.0672969818115
-49.4,1,15.2508563995361
-48.9,1,15.4393815994263
-48.4,1,15.7391386032104
-47.9,1,15.9227170944214
-47.4,1,16.1690254211426
-46.9,1,16.7025680541992
-46.4,1,17.0473327636719
-45.9,1,17.4141426086426
-45.4,1,16.7912940979004
-44.9,1,16.1216793060303
-44.4,1,15.728232383728
-43.9,1,16.8495082855225
-43.4,1,16.7919139862061
-42.9,1,16.7823905944824
-42.4,1,16.3106307983398
-41.9,1,17.3978633880615
-41.4,1,18.189115524292
-40.9,1,19.6630630493164
-40.4,1,19.5889282226562
-39.9,1,19.267614364624
-39.4,1,19.7318592071533
-38.9,1,19.0571250915527
-38.4,1,19.0489540100098
-37.9,1,18.2349014282227
-37.4,1,18.3434410095215
-36.9,1,18.0756340026855
-36.4,1,18.0319843292236
-35.9,1,17.0598220825195
-35.4,1,17.3243064880371
-34.9,1,17.5928077697754
-34.4,1,18.3374576568604
