"x","y","temperature"
-62.9,0,18.4767398834229
-62.4,0,19.3707046508789
-61.9,0,19.7527351379395
-61.4,0,19.5876235961914
-60.9,0,19.5984382629395
-60.4,0,20.2302665710449
-59.9,0,20.6658630371094
-59.4,0,20.5301895141602
-58.9,0,20.3674392700195
-58.4,0,20.5788536071777
-57.9,0,20.4123554229736
-57.4,0,20.5434131622314
-56.9,0,20.5099544525146
-56.4,0,20.8070735931396
-55.9,0,21.5198497772217
-55.4,0,21.9380760192871
-54.9,0,22.8686466217041
-54.4,0,22.4542675018311
-53.9,0,21.7320117950439
-53.4,0,20.7742195129395
-52.9,0,21.3670921325684
-52.4,0,21.3827514648438
-51.9,0,21.8097381591797
-51.4,0,20.5651397705078
-50.9,0,20.6601943969727
-50.4,0,21.0272617340088
-49.9,0,22.0700130462646
-49.4,0,22.0610675811768
-48.9,0,21.2295417785645
-48.4,0,21.3196258544922
-47.9,0,21.953498840332
-47.4,0,21.685640335083
-46.9,0,21.9813213348389
-46.4,0,22.8396129608154
-45.9,0,23.0096282958984
-45.4,0,22.4827327728271
-44.9,0,21.8756618499756
-44.4,0,22.1506633758545
-43.9,0,22.6261196136475
-43.4,0,23.0702362060547
-42.9,0,22.9766063690186
-42.4,0,23.7493362426758
-41.9,0,22.6513614654541
-41.4,0,21.8695278167725
-40.9,0,21.7349185943604
-40.4,0,22.7412948608398
-39.9,0,22.6379737854004
-39.4,0,22.1264553070068
-38.9,0,22.4250679016113
-38.4,0,23.4486713409424
-37.9,0,23.5682964324951
-37.4,0,23.3578338623047
-36.9,0,23.0986804962158
-36.4,0,23.1542224884033
-35.9,0,22.7544097900391
-35.4,0,22.3748989105225
-34.9,0,22.2113227844238
-34.4,0,22.5599994659424
-33.9,0,22.9542236328125
-33.4,0,24.1149826049805
-32.9,0,24.2539596557617
-32.4,0,23.9080753326416
-31.9,0,23.8410015106201
-31.4,0,23.3565673828125
-30.9,0,23.0305995941162
-30.4,0,23.6144027709961
-29.9,0,23.7985553741455
-29.4,0,24.0204067230225
-28.9,0,24.1845664978027
-28.4,0,24.4462985992432
-27.9,0,23.9797344207764
-27.4,0,23.9989643096924
-26.9,0,23.8719234466553
-26.4,0,24.0881938934326
-25.9,0,23.8865661621094
-25.4,0,24.2857055664062
-24.9,0,23.51047706604
-24.4,0,23.1892318725586
-23.9,0,23.0443058013916
-23.4,0,22.3443603515625
-22.9,0,22.243968963623
-22.4,0,22.922908782959
-21.9,0,22.8011646270752
-21.4,0,22.4046096801758
-20.9,0,22.9744529724121
-20.4,0,23.1792736053467
-19.9,0,23.300350189209
-19.4,0,23.5432891845703
-18.9,0,23.508358001709
-18.4,0,23.3166599273682
-17.9,0,22.9989929199219
-17.4,0,23.4242897033691
-16.9,0,23.25732421875
-16.4,0,22.6934509277344
-15.9,0,22.3004570007324
-15.4,0,22.0987586975098
-14.9,0,22.2374801635742
-14.4,0,22.7951259613037
-13.9,0,23.1934661865234
-13.4,0,24.3120594024658
-12.9,0,24.0040740966797
-12.4,0,23.0220317840576
-11.9,0,22.7671661376953
-11.4,0,22.6216621398926
-10.9,0,23.2379360198975
-10.4,0,23.6874599456787
-9.9,0,23.8193130493164
-9.4,0,23.6453857421875
-8.9,0,23.9818382263184
-8.4,0,24.2635116577148
-7.9,0,23.5010356903076
-7.4,0,23.5594520568848
-6.9,0,23.6060638427734
-6.4,0,24.0089931488037
-5.9,0,23.3155097961426
-5.4,0,23.8594913482666
-4.9,0,23.7637882232666
-4.4,0,23.9290676116943
-3.9,0,23.3241176605225
-3.4,0,23.6918678283691
-2.9,0,23.7516708374023
-2.4,0,21.9442768096924
-1.9,0,20.1273803710938
-1.4,0,19.2943515777588
-0.899999999999999,0,19.3778419494629
-0.399999999999999,0,18.8844623565674
-62.9,0.5,19.1620979309082
-62.4,0.5,18.6937160491943
-61.9,0.5,19.4237670898438
-61.4,0.5,19.7725887298584
-60.9,0.5,20.2493190765381
-60.4,0.5,20.6394786834717
-59.9,0.5,20.6264762878418
-59.4,0.5,20.6809329986572
-58.9,0.5,20.1051330566406
-58.4,0.5,20.276195526123
-57.9,0.5,20.6076354980469
-57.4,0.5,19.8855857849121
-56.9,0.5,20.3643398284912
-56.4,0.5,21.2560958862305
-55.9,0.5,21.6306457519531
-55.4,0.5,22.2217330932617
-54.9,0.5,22.4223594665527
-54.4,0.5,22.1938400268555
-53.9,0.5,21.4373607635498
-53.4,0.5,20.851110458374
-52.9,0.5,20.9533061981201
-52.4,0.5,21.4694385528564
-51.9,0.5,21.5430088043213
-51.4,0.5,20.9494552612305
-50.9,0.5,20.7934513092041
-50.4,0.5,21.0757236480713
-49.9,0.5,21.9860916137695
-49.4,0.5,22.2459373474121
-48.9,0.5,22.1228866577148
-48.4,0.5,22.0091876983643
-47.9,0.5,21.9277038574219
-47.4,0.5,22.1283588409424
-46.9,0.5,22.3251419067383
-46.4,0.5,23.0708198547363
-45.9,0.5,23.273551940918
-45.4,0.5,22.7781600952148
-44.9,0.5,22.0472717285156
-44.4,0.5,22.6476593017578
-43.9,0.5,22.7516746520996
-43.4,0.5,22.8188896179199
-42.9,0.5,23.2647361755371
-42.4,0.5,23.5612049102783
-41.9,0.5,23.0913391113281
-41.4,0.5,22.3970947265625
-40.9,0.5,22.6398582458496
-40.4,0.5,23.3163242340088
-39.9,0.5,22.7507419586182
-39.4,0.5,22.0541687011719
-38.9,0.5,22.4159679412842
-38.4,0.5,23.3485012054443
-37.9,0.5,23.5664825439453
-37.4,0.5,22.8808689117432
-36.9,0.5,22.469202041626
-36.4,0.5,22.8038082122803
-35.9,0.5,22.9122982025146
-35.4,0.5,22.5201549530029
-34.9,0.5,22.1571655273438
-34.4,0.5,22.5219268798828
-33.9,0.5,23.3131256103516
-33.4,0.5,23.7446632385254
-32.9,0.5,23.6644897460938
-32.4,0.5,23.6106929779053
-31.9,0.5,23.2197265625
-31.4,0.5,23.0088367462158
-30.9,0.5,23.3419609069824
-30.4,0.5,23.7767868041992
-29.9,0.5,23.5060253143311
-29.4,0.5,23.5939960479736
-28.9,0.5,24.3166465759277
-28.4,0.5,24.3858528137207
-27.9,0.5,23.9457931518555
-27.4,0.5,23.8824939727783
-26.9,0.5,24.0939826965332
-26.4,0.5,24.1935882568359
-25.9,0.5,24.3326759338379
-25.4,0.5,23.6209545135498
-24.9,0.5,23.28782081604
-24.4,0.5,23.0480270385742
-23.9,0.5,23.19553565979
-23.4,0.5,23.1971054077148
-22.9,0.5,23.5272693634033
-22.4,0.5,23.2542400360107
-21.9,0.5,23.5765190124512
-21.4,0.5,23.1841449737549
-20.9,0.5,22.8408603668213
-20.4,0.5,22.805736541748
-19.9,0.5,23.2439079284668
-19.4,0.5,23.6622562408447
-18.9,0.5,23.6146354675293
-18.4,0.5,23.2238693237305
-17.9,0.5,23.7127723693848
-17.4,0.5,23.7736225128174
-16.9,0.5,23.5290622711182
-16.4,0.5,23.0635356903076
-15.9,0.5,22.6155910491943
-15.4,0.5,22.9583358764648
-14.9,0.5,22.4748878479004
-14.4,0.5,22.5542182922363
-13.9,0.5,23.3681793212891
-13.4,0.5,23.8097248077393
-12.9,0.5,23.6228332519531
-12.4,0.5,23.1026916503906
-11.9,0.5,23.0049419403076
-11.4,0.5,23.3756427764893
-10.9,0.5,23.4625606536865
-10.4,0.5,23.7463855743408
-9.9,0.5,23.8610897064209
-9.4,0.5,24.0877952575684
-8.9,0.5,23.6970615386963
-8.4,0.5,24.1120109558105
-7.9,0.5,23.7713775634766
-7.4,0.5,24.1888656616211
-6.9,0.5,24.2348957061768
-6.4,0.5,23.6553325653076
-5.9,0.5,23.4437065124512
-5.4,0.5,23.9124393463135
-4.9,0.5,24.3308868408203
-4.4,0.5,24.3014907836914
-3.9,0.5,24.055383682251
-3.4,0.5,24.2773609161377
-2.9,0.5,23.962553024292
-2.4,0.5,22.7664489746094
-1.9,0.5,20.5765838623047
-1.4,0.5,19.3951435089111
-0.899999999999999,0.5,18.7804889678955
-0.399999999999999,0.5,18.7140636444092
-62.9,1,19.4339447021484
